Epoch: 001, LR: 0.001000, Loss: 0.5020458, Validation MAE: 25.2510319, Test MAE: 16.5252991, Test MAE norm: 0.2252466
Epoch: 002, LR: 0.001000, Loss: 0.2803580, Validation MAE: 16.3516006, Test MAE: 14.1499548, Test MAE norm: 0.1928697
Epoch: 003, LR: 0.001000, Loss: 0.1898987, Validation MAE: 13.1805305, Test MAE: 14.0864687, Test MAE norm: 0.1920044
Epoch: 004, LR: 0.001000, Loss: 0.1760177, Validation MAE: 9.7124577, Test MAE: 11.4970999, Test MAE norm: 0.1567102
Epoch: 013, LR: 0.001000, Loss: 0.1270619, Validation MAE: 8.8292036, Test MAE: 9.1787252, Test MAE norm: 0.1251098
Epoch: 014, LR: 0.001000, Loss: 0.1093261, Validation MAE: 8.8145151, Test MAE: 9.0226879, Test MAE norm: 0.1229829
Epoch: 015, LR: 0.001000, Loss: 0.1121928, Validation MAE: 8.7211447, Test MAE: 8.5277691, Test MAE norm: 0.1162370
Epoch: 017, LR: 0.001000, Loss: 0.1067939, Validation MAE: 8.4861698, Test MAE: 7.8050113, Test MAE norm: 0.1063855
Epoch: 018, LR: 0.001000, Loss: 0.1041722, Validation MAE: 7.9844990, Test MAE: 6.8674688, Test MAE norm: 0.0936064
Epoch: 028, LR: 0.001000, Loss: 0.1131001, Validation MAE: 8.6218338, Test MAE: 8.7829342, Test MAE norm: 0.1197150
Epoch: 031, LR: 0.000900, Loss: 0.1113748, Validation MAE: 8.5515757, Test MAE: 7.2748098, Test MAE norm: 0.0991587
Epoch: 033, LR: 0.000900, Loss: 0.1013722, Validation MAE: 7.8600006, Test MAE: 6.9538655, Test MAE norm: 0.0947841
Epoch: 035, LR: 0.000900, Loss: 0.0968731, Validation MAE: 7.7029710, Test MAE: 6.4113507, Test MAE norm: 0.0873893
Epoch: 043, LR: 0.000900, Loss: 0.0890540, Validation MAE: 7.6194682, Test MAE: 6.4301195, Test MAE norm: 0.0876452
Epoch: 048, LR: 0.000900, Loss: 0.0907932, Validation MAE: 7.1555433, Test MAE: 6.3287492, Test MAE norm: 0.0862635
Epoch: 058, LR: 0.000900, Loss: 0.0872289, Validation MAE: 8.4839439, Test MAE: 6.8505931, Test MAE norm: 0.0933764
Epoch: 059, LR: 0.000900, Loss: 0.0896069, Validation MAE: 8.0522718, Test MAE: 6.1167321, Test MAE norm: 0.0833736
Epoch: 062, LR: 0.000810, Loss: 0.0937528, Validation MAE: 7.8707666, Test MAE: 6.2291899, Test MAE norm: 0.0849064
Epoch: 068, LR: 0.000810, Loss: 0.0844909, Validation MAE: 7.5129704, Test MAE: 6.0361195, Test MAE norm: 0.0822748
Epoch: 074, LR: 0.000729, Loss: 0.0821859, Validation MAE: 7.3325424, Test MAE: 5.9467764, Test MAE norm: 0.0810570
Epoch: 077, LR: 0.000729, Loss: 0.0856761, Validation MAE: 7.3089433, Test MAE: 5.8341227, Test MAE norm: 0.0795215
